Parameters;fold1;fold2;fold3;fold4;fold5
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.001_auto;{'-1': {'precision': 0.8461538461538461, 'recall': 0.0023172530018959344, 'f1-score': 0.004621848739495799, 'support': 4747}, '1': {'precision': 0.4430856067732832, 'recall': 0.9994694960212201, 'f1-score': 0.6139807723643474, 'support': 3770}, 'accuracy': 0.4437008336268639, 'macro avg': {'precision': 0.6446197264635647, 'recall': 0.500893374511558, 'f1-score': 0.3093013105519216, 'support': 8517}, 'weighted avg': {'precision': 0.6677380586154262, 'recall': 0.4437008336268639, 'f1-score': 0.27435099539508945, 'support': 8517}};{'-1': {'precision': 0.7837837837837838, 'recall': 0.006137566137566138, 'f1-score': 0.012179756404871903, 'support': 4725}, '1': {'precision': 0.44439185991481306, 'recall': 0.997874601487779, 'f1-score': 0.6149312377210215, 'support': 3764}, 'accuracy': 0.44587112734126516, 'macro avg': {'precision': 0.6140878218492984, 'recall': 0.5020060838126725, 'f1-score': 0.3135554970629467, 'support': 8489}, 'weighted avg': {'precision': 0.6332983082928183, 'recall': 0.44587112734126516, 'f1-score': 0.2794381585339787, 'support': 8489}};{'-1': {'precision': 0.8837209302325582, 'recall': 0.01620123641014709, 'f1-score': 0.03181913334728909, 'support': 4691}, '1': {'precision': 0.44908678524531453, 'recall': 0.9973488865323435, 'f1-score': 0.6193102312947567, 'support': 3772}, 'accuracy': 0.45350348576155025, 'macro avg': {'precision': 0.6664038577389364, 'recall': 0.5067750614712453, 'f1-score': 0.3255646823210229, 'support': 8463}, 'weighted avg': {'precision': 0.6900023913111493, 'recall': 0.45350348576155025, 'f1-score': 0.2936667549303977, 'support': 8463}};{'-1': {'precision': 0.9830508474576272, 'recall': 0.012298558100084818, 'f1-score': 0.02429319371727749, 'support': 4716}, '1': {'precision': 0.4465961744089343, 'recall': 0.9997340425531915, 'f1-score': 0.6173934466617395, 'support': 3760}, 'accuracy': 0.45033034450212367, 'macro avg': {'precision': 0.7148235109332808, 'recall': 0.5060163003266381, 'f1-score': 0.32084332018950845, 'support': 8476}, 'weighted avg': {'precision': 0.7450766177899673, 'recall': 0.45033034450212367, 'f1-score': 0.28739571272048386, 'support': 8476}};{'-1': {'precision': 0.9824561403508771, 'recall': 0.01177707676130389, 'f1-score': 0.023275145469659187, 'support': 4755}, '1': {'precision': 0.44502184953348295, 'recall': 0.9997346776333245, 'f1-score': 0.6158875449493298, 'support': 3769}, 'accuracy': 0.44861567339277336, 'macro avg': {'precision': 0.7137389949421801, 'recall': 0.5057558771973142, 'f1-score': 0.3195813452094945, 'support': 8524}, 'weighted avg': {'precision': 0.7448224188479725, 'recall': 0.44861567339277336, 'f1-score': 0.2853066017858111, 'support': 8524}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.005_auto;{'-1': {'precision': 0.6363636363636364, 'recall': 0.005898462186644196, 'f1-score': 0.011688582759340427, 'support': 4747}, '1': {'precision': 0.4430544081199103, 'recall': 0.9957559681697613, 'f1-score': 0.6132483868332925, 'support': 3770}, 'accuracy': 0.44405307032992836, 'macro avg': {'precision': 0.5397090222417733, 'recall': 0.5008272151782027, 'f1-score': 0.3124684847963165, 'support': 8517}, 'weighted avg': {'precision': 0.550796442459815, 'recall': 0.44405307032992836, 'f1-score': 0.2779654949771166, 'support': 8517}};{'-1': {'precision': 0.7872340425531915, 'recall': 0.01566137566137566, 'f1-score': 0.030711765926540773, 'support': 4725}, '1': {'precision': 0.44597974985110184, 'recall': 0.9946865037194474, 'f1-score': 0.615840118430792, 'support': 3764}, 'accuracy': 0.44975851101425374, 'macro avg': {'precision': 0.6166068962021467, 'recall': 0.5051739396904116, 'f1-score': 0.3232759421786664, 'support': 8489}, 'weighted avg': {'precision': 0.6359227976797476, 'recall': 0.44975851101425374, 'f1-score': 0.29015611965795807, 'support': 8489}};{'-1': {'precision': 0.8481012658227848, 'recall': 0.028565337881048817, 'f1-score': 0.05526912765518663, 'support': 4691}, '1': {'precision': 0.4512944009632751, 'recall': 0.9936373276776246, 'f1-score': 0.6206839446882504, 'support': 3772}, 'accuracy': 0.4587025877348458, 'macro avg': {'precision': 0.6496978333930299, 'recall': 0.5111013327793367, 'f1-score': 0.3379765361717185, 'support': 8463}, 'weighted avg': {'precision': 0.6712425284660472, 'recall': 0.4587025877348458, 'f1-score': 0.3072772441444595, 'support': 8463}};{'-1': {'precision': 0.9029850746268657, 'recall': 0.025657336726039016, 'f1-score': 0.04989690721649485, 'support': 4716}, '1': {'precision': 0.4491728602253656, 'recall': 0.9965425531914893, 'f1-score': 0.6192364898363907, 'support': 3760}, 'accuracy': 0.45634733364794716, 'macro avg': {'precision': 0.6760789674261156, 'recall': 0.5110999449587642, 'f1-score': 0.3345666985264428, 'support': 8476}, 'weighted avg': {'precision': 0.7016714920230855, 'recall': 0.45634733364794716, 'f1-score': 0.30245906279115364, 'support': 8476}};{'-1': {'precision': 0.8962264150943396, 'recall': 0.019978969505783387, 'f1-score': 0.03908660769389015, 'support': 4755}, '1': {'precision': 0.44642432881919697, 'recall': 0.9970814539665693, 'f1-score': 0.6167227373430705, 'support': 3769}, 'accuracy': 0.4520178320037541, 'macro avg': {'precision': 0.6713253719567683, 'recall': 0.5085302117361764, 'f1-score': 0.3279046725184803, 'support': 8524}, 'weighted avg': {'precision': 0.6973404386547559, 'recall': 0.4520178320037541, 'f1-score': 0.29449610706598783, 'support': 8524}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.01_auto;{'-1': {'precision': 0.7727272727272727, 'recall': 0.01790604592374131, 'f1-score': 0.03500102944204241, 'support': 4747}, '1': {'precision': 0.4454621149042465, 'recall': 0.993368700265252, 'f1-score': 0.6150940297281762, 'support': 3770}, 'accuracy': 0.4496888575789597, 'macro avg': {'precision': 0.6090946938157595, 'recall': 0.5056373730944966, 'f1-score': 0.3250475295851093, 'support': 8517}, 'weighted avg': {'precision': 0.6278652737848271, 'recall': 0.4496888575789597, 'f1-score': 0.2917757871124339, 'support': 8517}};{'-1': {'precision': 0.74, 'recall': 0.02349206349206349, 'f1-score': 0.04553846153846154, 'support': 4725}, '1': {'precision': 0.4466962465523444, 'recall': 0.9896386822529224, 'f1-score': 0.6155498636701644, 'support': 3764}, 'accuracy': 0.45187890210861115, 'macro avg': {'precision': 0.5933481232761721, 'recall': 0.5065653728724929, 'f1-score': 0.33054416260431296, 'support': 8489}, 'weighted avg': {'precision': 0.6099498965747466, 'recall': 0.45187890210861115, 'f1-score': 0.2982799997200765, 'support': 8489}};{'-1': {'precision': 0.8025210084033614, 'recall': 0.04071626518865913, 'f1-score': 0.07750050720227226, 'support': 4691}, '1': {'precision': 0.45288753799392095, 'recall': 0.9875397667020148, 'f1-score': 0.620988580478453, 'support': 3772}, 'accuracy': 0.4627200756233014, 'macro avg': {'precision': 0.6277042731986412, 'recall': 0.514128015945337, 'f1-score': 0.34924454384036263, 'support': 8463}, 'weighted avg': {'precision': 0.646687680932676, 'recall': 0.4627200756233014, 'f1-score': 0.31973576803149995, 'support': 8463}};{'-1': {'precision': 0.8514056224899599, 'recall': 0.04495335029686175, 'f1-score': 0.08539778449144007, 'support': 4716}, '1': {'precision': 0.45253433815485594, 'recall': 0.9901595744680851, 'f1-score': 0.6211729373487945, 'support': 3760}, 'accuracy': 0.4642520056630486, 'macro avg': {'precision': 0.6519699803224079, 'recall': 0.5175564623824734, 'f1-score': 0.3532853609201173, 'support': 8476}, 'weighted avg': {'precision': 0.6744641372256853, 'recall': 0.4642520056630486, 'f1-score': 0.32307057528233823, 'support': 8476}};{'-1': {'precision': 0.8156424581005587, 'recall': 0.03070452155625657, 'f1-score': 0.059181191730847175, 'support': 4755}, '1': {'precision': 0.4476932294787298, 'recall': 0.9912443618997081, 'f1-score': 0.6168070001650983, 'support': 3769}, 'accuracy': 0.45541999061473487, 'macro avg': {'precision': 0.6316678437896442, 'recall': 0.5109744417279823, 'f1-score': 0.3379940959479727, 'support': 8524}, 'weighted avg': {'precision': 0.6529488116111556, 'recall': 0.45541999061473487, 'f1-score': 0.3057428613681879, 'support': 8524}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.05_auto;{'-1': {'precision': 0.7530201342281879, 'recall': 0.11817990309669264, 'f1-score': 0.20429715950473415, 'support': 4747}, '1': {'precision': 0.4613998970663922, 'recall': 0.9511936339522546, 'f1-score': 0.621382775948709, 'support': 3770}, 'accuracy': 0.4869085358694376, 'macro avg': {'precision': 0.60721001564729, 'recall': 0.5346867685244736, 'f1-score': 0.4128399677267216, 'support': 8517}, 'weighted avg': {'precision': 0.6239361499496896, 'recall': 0.4869085358694376, 'f1-score': 0.38891765662740474, 'support': 8517}};{'-1': {'precision': 0.7234299516908212, 'recall': 0.12677248677248676, 'f1-score': 0.21573924005042316, 'support': 4725}, '1': {'precision': 0.4614280120088761, 'recall': 0.9391604675876727, 'f1-score': 0.6188183807439824, 'support': 3764}, 'accuracy': 0.4869831546707504, 'macro avg': {'precision': 0.5924289818498487, 'recall': 0.5329664771800797, 'f1-score': 0.4172788103972028, 'support': 8489}, 'weighted avg': {'precision': 0.6072589891554411, 'recall': 0.4869831546707504, 'f1-score': 0.39446345792891974, 'support': 8489}};{'-1': {'precision': 0.7425227568270482, 'recall': 0.12172244723939458, 'f1-score': 0.20915750915750916, 'support': 4691}, '1': {'precision': 0.4645178060826618, 'recall': 0.9475079533404029, 'f1-score': 0.6234083376940519, 'support': 3772}, 'accuracy': 0.48977903816613494, 'macro avg': {'precision': 0.603520281454855, 'recall': 0.5346152002898987, 'f1-score': 0.41628292342578055, 'support': 8463}, 'weighted avg': {'precision': 0.6186146067375025, 'recall': 0.48977903816613494, 'f1-score': 0.39379110542831613, 'support': 8463}};{'-1': {'precision': 0.7676211453744494, 'recall': 0.1477947413061917, 'f1-score': 0.24786628733997157, 'support': 4716}, '1': {'precision': 0.46894820295983086, 'recall': 0.9438829787234042, 'f1-score': 0.6265889830508474, 'support': 3760}, 'accuracy': 0.500943841434639, 'macro avg': {'precision': 0.6182846741671402, 'recall': 0.545838860014798, 'f1-score': 0.4372276351954095, 'support': 8476}, 'weighted avg': {'precision': 0.6351281930999136, 'recall': 0.500943841434639, 'f1-score': 0.4158697483915163, 'support': 8476}};{'-1': {'precision': 0.7356020942408377, 'recall': 0.11819137749737119, 'f1-score': 0.20366008334843266, 'support': 4755}, '1': {'precision': 0.4596649484536082, 'recall': 0.9464048819315468, 'f1-score': 0.6187874056726516, 'support': 3769}, 'accuracy': 0.4843969967151572, 'macro avg': {'precision': 0.5976335213472229, 'recall': 0.532298129714459, 'f1-score': 0.4112237445105421, 'support': 8524}, 'weighted avg': {'precision': 0.6135928142699241, 'recall': 0.4843969967151572, 'f1-score': 0.38721415160746375, 'support': 8524}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.1_auto;{'-1': {'precision': 0.7243066884176182, 'recall': 0.1870655150621445, 'f1-score': 0.2973380210949272, 'support': 4747}, '1': {'precision': 0.4707173227266493, 'recall': 0.9103448275862069, 'f1-score': 0.6205587198264172, 'support': 3770}, 'accuracy': 0.5072208524128214, 'macro avg': {'precision': 0.5975120055721338, 'recall': 0.5487051713241757, 'f1-score': 0.45894837046067216, 'support': 8517}, 'weighted avg': {'precision': 0.6120568459079373, 'recall': 0.5072208524128214, 'f1-score': 0.4404097639876966, 'support': 8517}};{'-1': {'precision': 0.7027797576621525, 'recall': 0.20867724867724868, 'f1-score': 0.32180156657963443, 'support': 4725}, '1': {'precision': 0.4723398250070562, 'recall': 0.8892136025504782, 'f1-score': 0.6169585253456221, 'support': 3764}, 'accuracy': 0.5104252562139239, 'macro avg': {'precision': 0.5875597913346043, 'recall': 0.5489454256138635, 'f1-score': 0.4693800459626283, 'support': 8489}, 'weighted avg': {'precision': 0.6006033050159301, 'recall': 0.5104252562139239, 'f1-score': 0.45267337630930554, 'support': 8489}};{'-1': {'precision': 0.7416723317471108, 'recall': 0.2325730121509273, 'f1-score': 0.35410580980201234, 'support': 4691}, '1': {'precision': 0.4851258581235698, 'recall': 0.8992576882290562, 'f1-score': 0.630248978075065, 'support': 3772}, 'accuracy': 0.5297175942337232, 'macro avg': {'precision': 0.6133990949353403, 'recall': 0.5659153501899917, 'f1-score': 0.49217739393853865, 'support': 8463}, 'weighted avg': {'precision': 0.6273283286148885, 'recall': 0.5297175942337232, 'f1-score': 0.4771841544464593, 'support': 8463}};{'-1': {'precision': 0.7210386151797603, 'recall': 0.2296437659033079, 'f1-score': 0.3483435188163397, 'support': 4716}, '1': {'precision': 0.47906509893891597, 'recall': 0.888563829787234, 'f1-score': 0.6225079187628098, 'support': 3760}, 'accuracy': 0.5219443133553563, 'macro avg': {'precision': 0.6000518570593382, 'recall': 0.559103797845271, 'f1-score': 0.48542571878957474, 'support': 8476}, 'weighted avg': {'precision': 0.6136978387444636, 'recall': 0.5219443133553563, 'f1-score': 0.4699643474853732, 'support': 8476}};{'-1': {'precision': 0.7300295857988166, 'recall': 0.20757097791798107, 'f1-score': 0.3232356312428361, 'support': 4755}, '1': {'precision': 0.4746235359732292, 'recall': 0.9031573361634386, 'f1-score': 0.6222465953751942, 'support': 3769}, 'accuracy': 0.5151337400281558, 'macro avg': {'precision': 0.6023265608860229, 'recall': 0.5553641570407098, 'f1-score': 0.47274111330901514, 'support': 8524}, 'weighted avg': {'precision': 0.6170984030451049, 'recall': 0.5151337400281558, 'f1-score': 0.4554473069602057, 'support': 8524}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.2_auto;{'-1': {'precision': 0.7013090043633479, 'recall': 0.37244575521381923, 'f1-score': 0.4865162355531095, 'support': 4747}, '1': {'precision': 0.5031687791861241, 'recall': 0.8002652519893899, 'f1-score': 0.6178578742576286, 'support': 3770}, 'accuracy': 0.5618175413878126, 'macro avg': {'precision': 0.602238891774736, 'recall': 0.5863555036016046, 'f1-score': 0.5521870549053691, 'support': 8517}, 'weighted avg': {'precision': 0.6136033980561818, 'recall': 0.5618175413878126, 'f1-score': 0.5446538400988459, 'support': 8517}};{'-1': {'precision': 0.7000753579502638, 'recall': 0.3932275132275132, 'f1-score': 0.5035912725301531, 'support': 4725}, '1': {'precision': 0.5086546700942588, 'recall': 0.7885228480340064, 'f1-score': 0.6183977497656007, 'support': 3764}, 'accuracy': 0.5685004122982683, 'macro avg': {'precision': 0.6043650140222613, 'recall': 0.5908751806307598, 'f1-score': 0.5609945111478769, 'support': 8489}, 'weighted avg': {'precision': 0.6151999345682396, 'recall': 0.5685004122982683, 'f1-score': 0.5544961588906461, 'support': 8489}};{'-1': {'precision': 0.7047801147227534, 'recall': 0.39287998294606696, 'f1-score': 0.5045168354776896, 'support': 4691}, '1': {'precision': 0.5129958960328317, 'recall': 0.7953340402969247, 'f1-score': 0.6237006237006236, 'support': 3772}, 'accuracy': 0.5722557012879593, 'macro avg': {'precision': 0.6088880053777925, 'recall': 0.5941070116214958, 'f1-score': 0.5641087295891566, 'support': 8463}, 'weighted avg': {'precision': 0.619300961597575, 'recall': 0.5722557012879593, 'f1-score': 0.5576376258802546, 'support': 8463}};{'-1': {'precision': 0.7095134350036311, 'recall': 0.41433418150975404, 'f1-score': 0.5231593038821956, 'support': 4716}, '1': {'precision': 0.517301642782244, 'recall': 0.7872340425531915, 'f1-score': 0.6243408563594178, 'support': 3760}, 'accuracy': 0.5797546012269938, 'macro avg': {'precision': 0.6134075388929375, 'recall': 0.6007841120314728, 'f1-score': 0.5737500801208066, 'support': 8476}, 'weighted avg': {'precision': 0.6242472317529921, 'recall': 0.5797546012269938, 'f1-score': 0.5680439944572728, 'support': 8476}};{'-1': {'precision': 0.722638146167558, 'recall': 0.42628811777076764, 'f1-score': 0.5362433862433863, 'support': 4755}, '1': {'precision': 0.5229935303374715, 'recall': 0.7935791987264527, 'f1-score': 0.6304806070826307, 'support': 3769}, 'accuracy': 0.5886907555138433, 'macro avg': {'precision': 0.6228158382525147, 'recall': 0.6099336582486101, 'f1-score': 0.5833619966630085, 'support': 8524}, 'weighted avg': {'precision': 0.6343626232835134, 'recall': 0.5886907555138433, 'f1-score': 0.5779116271330053, 'support': 8524}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.3_auto;{'-1': {'precision': 0.7120484970952261, 'recall': 0.5938487465767853, 'f1-score': 0.6475993567654492, 'support': 4747}, '1': {'precision': 0.5770074594120228, 'recall': 0.6976127320954907, 'f1-score': 0.6316042267050912, 'support': 3770}, 'accuracy': 0.639779264999413, 'macro avg': {'precision': 0.6445279782536244, 'recall': 0.645730739336138, 'f1-score': 0.6396017917352702, 'support': 8517}, 'weighted avg': {'precision': 0.6522733753310279, 'recall': 0.639779264999413, 'f1-score': 0.6405192064393308, 'support': 8517}};{'-1': {'precision': 0.6996958945767866, 'recall': 0.5843386243386244, 'f1-score': 0.6368354284396264, 'support': 4725}, '1': {'precision': 0.5676865507373982, 'recall': 0.6851753453772582, 'f1-score': 0.6209221138798602, 'support': 3764}, 'accuracy': 0.6290493579926965, 'macro avg': {'precision': 0.6336912226570923, 'recall': 0.6347569848579413, 'f1-score': 0.6288787711597432, 'support': 8489}, 'weighted avg': {'precision': 0.6411633029627617, 'recall': 0.6290493579926965, 'f1-score': 0.6297795071293473, 'support': 8489}};{'-1': {'precision': 0.7033898305084746, 'recall': 0.5838840332551695, 'f1-score': 0.6380896913220734, 'support': 4691}, '1': {'precision': 0.5727730356752024, 'recall': 0.693796394485684, 'f1-score': 0.6275026975182831, 'support': 3772}, 'accuracy': 0.6328725038402457, 'macro avg': {'precision': 0.6380814330918385, 'recall': 0.6388402138704268, 'f1-score': 0.6327961944201783, 'support': 8463}, 'weighted avg': {'precision': 0.6451732938062292, 'recall': 0.6328725038402457, 'f1-score': 0.6333710170188834, 'support': 8463}};{'-1': {'precision': 0.7035705111739019, 'recall': 0.5807888040712468, 'f1-score': 0.6363108374956441, 'support': 4716}, '1': {'precision': 0.5686231725943705, 'recall': 0.6930851063829787, 'f1-score': 0.6247153302169483, 'support': 3760}, 'accuracy': 0.6306040585181689, 'macro avg': {'precision': 0.6360968418841362, 'recall': 0.6369369552271127, 'f1-score': 0.6305130838562962, 'support': 8476}, 'weighted avg': {'precision': 0.6437071330404618, 'recall': 0.6306040585181689, 'f1-score': 0.6311670069897574, 'support': 8476}};{'-1': {'precision': 0.7065686025868628, 'recall': 0.5859095688748686, 'f1-score': 0.6406070361002529, 'support': 4755}, '1': {'precision': 0.5701811831477843, 'recall': 0.693022021756434, 'f1-score': 0.62562874251497, 'support': 3769}, 'accuracy': 0.6332707648991084, 'macro avg': {'precision': 0.6383748928673236, 'recall': 0.6394657953156513, 'f1-score': 0.6331178893076115, 'support': 8524}, 'weighted avg': {'precision': 0.6462630906363833, 'recall': 0.6332707648991084, 'f1-score': 0.6339841843260939, 'support': 8524}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.4_auto;{'-1': {'precision': 0.6807039597737272, 'recall': 0.6844322730145355, 'f1-score': 0.682563025210084, 'support': 4747}, '1': {'precision': 0.5998931623931624, 'recall': 0.5957559681697613, 'f1-score': 0.5978174075059889, 'support': 3770}, 'accuracy': 0.6451802277797346, 'macro avg': {'precision': 0.6402985610834449, 'recall': 0.6400941205921484, 'f1-score': 0.6401902163580364, 'support': 8517}, 'weighted avg': {'precision': 0.644933535196443, 'recall': 0.6451802277797346, 'f1-score': 0.6450508755394913, 'support': 8517}};{'-1': {'precision': 0.6755895474824729, 'recall': 0.6730158730158731, 'f1-score': 0.6743002544529262, 'support': 4725}, '1': {'precision': 0.5914859862506611, 'recall': 0.5943145589798087, 'f1-score': 0.5928968990193481, 'support': 3764}, 'accuracy': 0.6381199198963364, 'macro avg': {'precision': 0.6335377668665669, 'recall': 0.6336652159978409, 'f1-score': 0.6335985767361372, 'support': 8489}, 'weighted avg': {'precision': 0.6382982523385762, 'recall': 0.6381199198963364, 'f1-score': 0.6382062233712925, 'support': 8489}};{'-1': {'precision': 0.6748414376321353, 'recall': 0.6804519292261778, 'f1-score': 0.6776350705869866, 'support': 4691}, '1': {'precision': 0.5984462898473077, 'recall': 0.5922587486744433, 'f1-score': 0.5953364423717522, 'support': 3772}, 'accuracy': 0.641143802434125, 'macro avg': {'precision': 0.6366438637397216, 'recall': 0.6363553389503105, 'f1-score': 0.6364857564793693, 'support': 8463}, 'weighted avg': {'precision': 0.6407917510618447, 'recall': 0.641143802434125, 'f1-score': 0.640954174258514, 'support': 8463}};{'-1': {'precision': 0.6821917808219178, 'recall': 0.6863867684478372, 'f1-score': 0.6842828453651835, 'support': 4716}, '1': {'precision': 0.6035915304207987, 'recall': 0.5989361702127659, 'f1-score': 0.6012548391403016, 'support': 3760}, 'accuracy': 0.6475932043416706, 'macro avg': {'precision': 0.6428916556213582, 'recall': 0.6426614693303015, 'f1-score': 0.6427688422527426, 'support': 8476}, 'weighted avg': {'precision': 0.6473242794641774, 'recall': 0.6475932043416706, 'f1-score': 0.6474511672852453, 'support': 8476}};{'-1': {'precision': 0.6758010118043845, 'recall': 0.6742376445846477, 'f1-score': 0.675018422991894, 'support': 4755}, '1': {'precision': 0.5902116402116402, 'recall': 0.5919342000530645, 'f1-score': 0.5910716651212081, 'support': 3769}, 'accuracy': 0.6378460816518067, 'macro avg': {'precision': 0.6330063260080123, 'recall': 0.6330859223188561, 'f1-score': 0.633045044056551, 'support': 8524}, 'weighted avg': {'precision': 0.6379565325067479, 'recall': 0.6378460816518067, 'f1-score': 0.6379002472041635, 'support': 8524}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.5_auto;{'-1': {'precision': 0.6514983351831298, 'recall': 0.7419422793343164, 'f1-score': 0.6937850881512854, 'support': 4747}, '1': {'precision': 0.6062359369977499, 'recall': 0.5002652519893899, 'f1-score': 0.548176137189362, 'support': 3770}, 'accuracy': 0.6349653633908653, 'macro avg': {'precision': 0.6288671360904399, 'recall': 0.6211037656618532, 'f1-score': 0.6209806126703237, 'support': 8517}, 'weighted avg': {'precision': 0.6314632006100546, 'recall': 0.6349653633908653, 'f1-score': 0.6293321416764173, 'support': 8517}};{'-1': {'precision': 0.6526237989652623, 'recall': 0.7475132275132275, 'f1-score': 0.6968531123606589, 'support': 4725}, '1': {'precision': 0.612284692882678, 'recall': 0.5005313496280552, 'f1-score': 0.5507966671539248, 'support': 3764}, 'accuracy': 0.6380021203910944, 'macro avg': {'precision': 0.6324542459239701, 'recall': 0.6240222885706413, 'f1-score': 0.6238248897572919, 'support': 8489}, 'weighted avg': {'precision': 0.6347375467217886, 'recall': 0.6380021203910944, 'f1-score': 0.6320920733975128, 'support': 8489}};{'-1': {'precision': 0.6490706319702603, 'recall': 0.7444041782136005, 'f1-score': 0.6934763181411975, 'support': 4691}, '1': {'precision': 0.6110930911449887, 'recall': 0.49946977730646874, 'f1-score': 0.5496717724288841, 'support': 3772}, 'accuracy': 0.6352357320099256, 'macro avg': {'precision': 0.6300818615576245, 'recall': 0.6219369777600346, 'f1-score': 0.6215740452850408, 'support': 8463}, 'weighted avg': {'precision': 0.6321438584865163, 'recall': 0.6352357320099256, 'f1-score': 0.6293819371383799, 'support': 8463}};{'-1': {'precision': 0.6518600777345919, 'recall': 0.7468193384223919, 'f1-score': 0.6961162170174918, 'support': 4716}, '1': {'precision': 0.6114546046208916, 'recall': 0.4997340425531915, 'f1-score': 0.5499780477096443, 'support': 3760}, 'accuracy': 0.6372109485606419, 'macro avg': {'precision': 0.6316573411777417, 'recall': 0.6232766904877917, 'f1-score': 0.623047132363568, 'support': 8476}, 'weighted avg': {'precision': 0.6339359886704681, 'recall': 0.6372109485606419, 'f1-score': 0.6312885251112262, 'support': 8476}};{'-1': {'precision': 0.6513558384061982, 'recall': 0.7425867507886436, 'f1-score': 0.6939858490566038, 'support': 4755}, '1': {'precision': 0.6055430228810829, 'recall': 0.49854072698328467, 'f1-score': 0.5468568102444702, 'support': 3769}, 'accuracy': 0.6346785546691694, 'macro avg': {'precision': 0.6284494306436406, 'recall': 0.6205637388859642, 'f1-score': 0.620421329650537, 'support': 8524}, 'weighted avg': {'precision': 0.6310990925457852, 'recall': 0.6346785546691694, 'f1-score': 0.6289307871979775, 'support': 8524}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.6_auto;{'-1': {'precision': 0.629414690764384, 'recall': 0.799662945017906, 'f1-score': 0.7043978474670626, 'support': 4747}, '1': {'precision': 0.6174577634754626, 'recall': 0.40716180371352784, 'f1-score': 0.49072890025575444, 'support': 3770}, 'accuracy': 0.6259246213455442, 'macro avg': {'precision': 0.6234362271199233, 'recall': 0.6034123743657169, 'f1-score': 0.5975633738614086, 'support': 8517}, 'weighted avg': {'precision': 0.6241220271646148, 'recall': 0.6259246213455442, 'f1-score': 0.6098185436057697, 'support': 8517}};{'-1': {'precision': 0.6276754604280737, 'recall': 0.8006349206349206, 'f1-score': 0.7036830357142856, 'support': 4725}, '1': {'precision': 0.6173842404549147, 'recall': 0.4038257173219979, 'f1-score': 0.4882749759074847, 'support': 3764}, 'accuracy': 0.6246907762987396, 'macro avg': {'precision': 0.6225298504414942, 'recall': 0.6022303189784592, 'f1-score': 0.5959790058108851, 'support': 8489}, 'weighted avg': {'precision': 0.623112360889969, 'recall': 0.6246907762987396, 'f1-score': 0.608171675470111, 'support': 8489}};{'-1': {'precision': 0.6247950147589374, 'recall': 0.8121935621402686, 'f1-score': 0.7062749096301788, 'support': 4691}, '1': {'precision': 0.6274841437632135, 'recall': 0.3934252386002121, 'f1-score': 0.4836239204823203, 'support': 3772}, 'accuracy': 0.6255464965142384, 'macro avg': {'precision': 0.6261395792610754, 'recall': 0.6028094003702403, 'f1-score': 0.5949494150562495, 'support': 8463}, 'weighted avg': {'precision': 0.6259935725521703, 'recall': 0.6255464965142384, 'f1-score': 0.6070382877389201, 'support': 8463}};{'-1': {'precision': 0.6232820003311806, 'recall': 0.7981340118744699, 'f1-score': 0.699953509995351, 'support': 4716}, '1': {'precision': 0.6093557652851868, 'recall': 0.3949468085106383, 'f1-score': 0.4792641600774568, 'support': 3760}, 'accuracy': 0.6192779613025012, 'macro avg': {'precision': 0.6163188828081837, 'recall': 0.5965404101925541, 'f1-score': 0.5896088350364039, 'support': 8476}, 'weighted avg': {'precision': 0.6171042462286633, 'recall': 0.6192779613025012, 'f1-score': 0.6020545062564078, 'support': 8476}};{'-1': {'precision': 0.6278527402965184, 'recall': 0.792639327024185, 'f1-score': 0.7006878601970625, 'support': 4755}, '1': {'precision': 0.6088853629512099, 'recall': 0.407269832846909, 'f1-score': 0.48807631160572335, 'support': 3769}, 'accuracy': 0.6222430783669639, 'macro avg': {'precision': 0.6183690516238641, 'recall': 0.599954579935547, 'f1-score': 0.594382085901393, 'support': 8524}, 'weighted avg': {'precision': 0.6194660620686362, 'recall': 0.6222430783669639, 'f1-score': 0.6066788354855706, 'support': 8524}}
