Parameters;fold1;fold2;fold3;fold4;fold5
[32]_0.001_0.3_20_['tanh'];{'0': {'precision': 0.7862340812613705, 'recall': 0.5462397303560144, 'f1-score': 0.6446239900559354, 'support': 4747}, '1': {'precision': 0.5872772561793447, 'recall': 0.8129973474801061, 'f1-score': 0.6819445989542774, 'support': 3770}, 'accuracy': 0.6643184219795703, 'macro avg': {'precision': 0.6867556687203575, 'recall': 0.6796185389180602, 'f1-score': 0.6632842945051064, 'support': 8517}, 'weighted avg': {'precision': 0.6981670118050788, 'recall': 0.6643184219795703, 'f1-score': 0.6611437382708879, 'support': 8517}};{'0': {'precision': 0.8108479231033299, 'recall': 0.4998941798941799, 'f1-score': 0.6184865147944488, 'support': 4725}, '1': {'precision': 0.5762195121951219, 'recall': 0.8536131774707758, 'f1-score': 0.6880085653104925, 'support': 3764}, 'accuracy': 0.6567322417245848, 'macro avg': {'precision': 0.6935337176492259, 'recall': 0.6767536786824778, 'f1-score': 0.6532475400524707, 'support': 8489}, 'weighted avg': {'precision': 0.7068143103505328, 'recall': 0.6567322417245848, 'f1-score': 0.6493124069068753, 'support': 8489}};{'0': {'precision': 0.7727517501346257, 'recall': 0.611809848646344, 'f1-score': 0.6829268292682926, 'support': 4691}, '1': {'precision': 0.6165508528111181, 'recall': 0.7762460233297985, 'f1-score': 0.6872432813050111, 'support': 3772}, 'accuracy': 0.685099846390169, 'macro avg': {'precision': 0.6946513014728719, 'recall': 0.6940279359880712, 'f1-score': 0.6850850552866519, 'support': 8463}, 'weighted avg': {'precision': 0.7031322553095908, 'recall': 0.685099846390169, 'f1-score': 0.6848506928016145, 'support': 8463}};{'0': {'precision': 0.7843833185448092, 'recall': 0.5623409669211196, 'f1-score': 0.6550574286772879, 'support': 4716}, '1': {'precision': 0.5948969578017664, 'recall': 0.8061170212765958, 'f1-score': 0.6845849802371541, 'support': 3760}, 'accuracy': 0.6704813591316658, 'macro avg': {'precision': 0.6896401381732878, 'recall': 0.6842289940988577, 'f1-score': 0.6698212044572209, 'support': 8476}, 'weighted avg': {'precision': 0.7003261316177397, 'recall': 0.6704813591316658, 'f1-score': 0.6681560121913389, 'support': 8476}};{'0': {'precision': 0.7978723404255319, 'recall': 0.5047318611987381, 'f1-score': 0.6183176606981837, 'support': 4755}, '1': {'precision': 0.573060188542422, 'recall': 0.8386840010612895, 'f1-score': 0.6808831448572967, 'support': 3769}, 'accuracy': 0.6523932426091037, 'macro avg': {'precision': 0.685466264483977, 'recall': 0.6717079311300138, 'f1-score': 0.6496004027777402, 'support': 8524}, 'weighted avg': {'precision': 0.698468656656475, 'recall': 0.6523932426091037, 'f1-score': 0.6459818218661444, 'support': 8524}}
[32]_0.001_0.3_20_['sigmoid'];{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4747}, '1': {'precision': 0.4426441235176705, 'recall': 1.0, 'f1-score': 0.6136567103442663, 'support': 3770}, 'accuracy': 0.4426441235176705, 'macro avg': {'precision': 0.22132206175883526, 'recall': 0.5, 'f1-score': 0.30682835517213314, 'support': 8517}, 'weighted avg': {'precision': 0.19593382008472676, 'recall': 0.4426441235176705, 'f1-score': 0.27163153669107476, 'support': 8517}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4725}, '1': {'precision': 0.4433973377311815, 'recall': 1.0, 'f1-score': 0.6143801517995593, 'support': 3764}, 'accuracy': 0.4433973377311815, 'macro avg': {'precision': 0.22169866886559075, 'recall': 0.5, 'f1-score': 0.30719007589977965, 'support': 8489}, 'weighted avg': {'precision': 0.19660119910709944, 'recall': 0.4433973377311815, 'f1-score': 0.2724145236628038, 'support': 8489}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4691}, '1': {'precision': 0.445704832801607, 'recall': 1.0, 'f1-score': 0.6165917449938702, 'support': 3772}, 'accuracy': 0.445704832801607, 'macro avg': {'precision': 0.2228524164008035, 'recall': 0.5, 'f1-score': 0.3082958724969351, 'support': 8463}, 'weighted avg': {'precision': 0.19865279798270843, 'recall': 0.445704832801607, 'f1-score': 0.274817920609344, 'support': 8463}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4716}, '1': {'precision': 0.44360547428032093, 'recall': 1.0, 'f1-score': 0.6145799280810722, 'support': 3760}, 'accuracy': 0.44360547428032093, 'macro avg': {'precision': 0.22180273714016047, 'recall': 0.5, 'f1-score': 0.3072899640405361, 'support': 8476}, 'weighted avg': {'precision': 0.19678581681146848, 'recall': 0.44360547428032093, 'f1-score': 0.27263102047956955, 'support': 8476}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4755}, '1': {'precision': 0.44216330361332706, 'recall': 1.0, 'f1-score': 0.6131945009354918, 'support': 3769}, 'accuracy': 0.44216330361332706, 'macro avg': {'precision': 0.22108165180666353, 'recall': 0.5, 'f1-score': 0.3065972504677459, 'support': 8524}, 'weighted avg': {'precision': 0.19550838706225127, 'recall': 0.44216330361332706, 'f1-score': 0.2711321062911624, 'support': 8524}}
[32]_0.001_0.3_50_['tanh'];{'0': {'precision': 0.7165573444643212, 'recall': 0.7594270065304403, 'f1-score': 0.7373696052362446, 'support': 4747}, '1': {'precision': 0.672403901319564, 'recall': 0.6217506631299735, 'f1-score': 0.6460859977949283, 'support': 3770}, 'accuracy': 0.6984853821768229, 'macro avg': {'precision': 0.6944806228919426, 'recall': 0.6905888348302069, 'f1-score': 0.6917278015155864, 'support': 8517}, 'weighted avg': {'precision': 0.6970130823232229, 'recall': 0.6984853821768229, 'f1-score': 0.696963452828852, 'support': 8517}};{'0': {'precision': 0.771980172188886, 'recall': 0.6262433862433863, 'f1-score': 0.6915167095115682, 'support': 4725}, '1': {'precision': 0.6207044673539519, 'recall': 0.7678002125398512, 'f1-score': 0.6864608076009501, 'support': 3764}, 'accuracy': 0.6890093061609142, 'macro avg': {'precision': 0.6963423197714189, 'recall': 0.6970217993916188, 'f1-score': 0.6889887585562591, 'support': 8489}, 'weighted avg': {'precision': 0.7049049274016682, 'recall': 0.6890093061609142, 'f1-score': 0.6892749360645701, 'support': 8489}};{'0': {'precision': 0.7333906686734035, 'recall': 0.7271370709869964, 'f1-score': 0.7302504816955684, 'support': 4691}, '1': {'precision': 0.664218258132214, 'recall': 0.6712619300106044, 'f1-score': 0.6677215189873418, 'support': 3772}, 'accuracy': 0.7022332506203474, 'macro avg': {'precision': 0.6988044634028088, 'recall': 0.6991995004988004, 'f1-score': 0.6989860003414551, 'support': 8463}, 'weighted avg': {'precision': 0.7025601909986584, 'recall': 0.7022332506203474, 'f1-score': 0.7023810208264404, 'support': 8463}};{'0': {'precision': 0.7843833185448092, 'recall': 0.5623409669211196, 'f1-score': 0.6550574286772879, 'support': 4716}, '1': {'precision': 0.5948969578017664, 'recall': 0.8061170212765958, 'f1-score': 0.6845849802371541, 'support': 3760}, 'accuracy': 0.6704813591316658, 'macro avg': {'precision': 0.6896401381732878, 'recall': 0.6842289940988577, 'f1-score': 0.6698212044572209, 'support': 8476}, 'weighted avg': {'precision': 0.7003261316177397, 'recall': 0.6704813591316658, 'f1-score': 0.6681560121913389, 'support': 8476}};{'0': {'precision': 0.7529595711413893, 'recall': 0.708937960042061, 'f1-score': 0.7302859618717504, 'support': 4755}, '1': {'precision': 0.6580182851494935, 'recall': 0.7065534624568851, 'f1-score': 0.6814227226202662, 'support': 3769}, 'accuracy': 0.7078836227123416, 'macro avg': {'precision': 0.7054889281454414, 'recall': 0.707745711249473, 'f1-score': 0.7058543422460083, 'support': 8524}, 'weighted avg': {'precision': 0.710980018477915, 'recall': 0.7078836227123416, 'f1-score': 0.7086804305790658, 'support': 8524}}
[32]_0.001_0.3_50_['sigmoid'];{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4747}, '1': {'precision': 0.4426441235176705, 'recall': 1.0, 'f1-score': 0.6136567103442663, 'support': 3770}, 'accuracy': 0.4426441235176705, 'macro avg': {'precision': 0.22132206175883526, 'recall': 0.5, 'f1-score': 0.30682835517213314, 'support': 8517}, 'weighted avg': {'precision': 0.19593382008472676, 'recall': 0.4426441235176705, 'f1-score': 0.27163153669107476, 'support': 8517}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4725}, '1': {'precision': 0.4433973377311815, 'recall': 1.0, 'f1-score': 0.6143801517995593, 'support': 3764}, 'accuracy': 0.4433973377311815, 'macro avg': {'precision': 0.22169866886559075, 'recall': 0.5, 'f1-score': 0.30719007589977965, 'support': 8489}, 'weighted avg': {'precision': 0.19660119910709944, 'recall': 0.4433973377311815, 'f1-score': 0.2724145236628038, 'support': 8489}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4691}, '1': {'precision': 0.445704832801607, 'recall': 1.0, 'f1-score': 0.6165917449938702, 'support': 3772}, 'accuracy': 0.445704832801607, 'macro avg': {'precision': 0.2228524164008035, 'recall': 0.5, 'f1-score': 0.3082958724969351, 'support': 8463}, 'weighted avg': {'precision': 0.19865279798270843, 'recall': 0.445704832801607, 'f1-score': 0.274817920609344, 'support': 8463}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4716}, '1': {'precision': 0.44360547428032093, 'recall': 1.0, 'f1-score': 0.6145799280810722, 'support': 3760}, 'accuracy': 0.44360547428032093, 'macro avg': {'precision': 0.22180273714016047, 'recall': 0.5, 'f1-score': 0.3072899640405361, 'support': 8476}, 'weighted avg': {'precision': 0.19678581681146848, 'recall': 0.44360547428032093, 'f1-score': 0.27263102047956955, 'support': 8476}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4755}, '1': {'precision': 0.44216330361332706, 'recall': 1.0, 'f1-score': 0.6131945009354918, 'support': 3769}, 'accuracy': 0.44216330361332706, 'macro avg': {'precision': 0.22108165180666353, 'recall': 0.5, 'f1-score': 0.3065972504677459, 'support': 8524}, 'weighted avg': {'precision': 0.19550838706225127, 'recall': 0.44216330361332706, 'f1-score': 0.2711321062911624, 'support': 8524}}
[32]_0.001_0.4_20_['tanh'];{'0': {'precision': 0.7727150175249393, 'recall': 0.6037497366757952, 'f1-score': 0.6778618732261116, 'support': 4747}, '1': {'precision': 0.6087770382695508, 'recall': 0.7763925729442971, 'f1-score': 0.6824434600139893, 'support': 3770}, 'accuracy': 0.6801690736174709, 'macro avg': {'precision': 0.690746027897245, 'recall': 0.6900711548100462, 'f1-score': 0.6801526666200504, 'support': 8517}, 'weighted avg': {'precision': 0.7001488343861798, 'recall': 0.6801690736174709, 'f1-score': 0.6798898856941519, 'support': 8517}};{'0': {'precision': 0.7848319448434358, 'recall': 0.5782010582010582, 'f1-score': 0.6658542529856203, 'support': 4725}, '1': {'precision': 0.6020367412140575, 'recall': 0.8010095642933049, 'f1-score': 0.6874145006839946, 'support': 3764}, 'accuracy': 0.6769937566262222, 'macro avg': {'precision': 0.6934343430287466, 'recall': 0.6896053112471816, 'f1-score': 0.6766343768348074, 'support': 8489}, 'weighted avg': {'precision': 0.7037810382041403, 'recall': 0.6769937566262222, 'f1-score': 0.6754140094159042, 'support': 8489}};{'0': {'precision': 0.7702047413793104, 'recall': 0.6094649328501386, 'f1-score': 0.6804712602641914, 'support': 4691}, '1': {'precision': 0.6143969690591454, 'recall': 0.7738600212089077, 'f1-score': 0.6849700809574094, 'support': 3772}, 'accuracy': 0.6827366182204891, 'macro avg': {'precision': 0.6923008552192279, 'recall': 0.6916624770295232, 'f1-score': 0.6827206706108004, 'support': 8463}, 'weighted avg': {'precision': 0.7007604642681605, 'recall': 0.6827366182204891, 'f1-score': 0.6824764063890665, 'support': 8463}};{'0': {'precision': 0.7627335551574098, 'recall': 0.631891433418151, 'f1-score': 0.6911747651629363, 'support': 4716}, '1': {'precision': 0.6200481505799956, 'recall': 0.7534574468085107, 'f1-score': 0.6802737423460199, 'support': 3760}, 'accuracy': 0.6858187824445493, 'macro avg': {'precision': 0.6913908528687027, 'recall': 0.6926744401133309, 'f1-score': 0.6857242537544781, 'support': 8476}, 'weighted avg': {'precision': 0.6994375285869665, 'recall': 0.6858187824445493, 'f1-score': 0.6863390117660975, 'support': 8476}};{'0': {'precision': 0.8005292755540854, 'recall': 0.508937960042061, 'f1-score': 0.6222679352018515, 'support': 4755}, '1': {'precision': 0.5755317215051808, 'recall': 0.840010612894667, 'f1-score': 0.6830636461704422, 'support': 3769}, 'accuracy': 0.6553261379633974, 'macro avg': {'precision': 0.688030498529633, 'recall': 0.674474286468364, 'f1-score': 0.6526657906861468, 'support': 8524}, 'weighted avg': {'precision': 0.7010436137509036, 'recall': 0.6553261379633974, 'f1-score': 0.6491495676092447, 'support': 8524}}
[32]_0.001_0.4_20_['sigmoid'];{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4747}, '1': {'precision': 0.4426441235176705, 'recall': 1.0, 'f1-score': 0.6136567103442663, 'support': 3770}, 'accuracy': 0.4426441235176705, 'macro avg': {'precision': 0.22132206175883526, 'recall': 0.5, 'f1-score': 0.30682835517213314, 'support': 8517}, 'weighted avg': {'precision': 0.19593382008472676, 'recall': 0.4426441235176705, 'f1-score': 0.27163153669107476, 'support': 8517}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4725}, '1': {'precision': 0.4433973377311815, 'recall': 1.0, 'f1-score': 0.6143801517995593, 'support': 3764}, 'accuracy': 0.4433973377311815, 'macro avg': {'precision': 0.22169866886559075, 'recall': 0.5, 'f1-score': 0.30719007589977965, 'support': 8489}, 'weighted avg': {'precision': 0.19660119910709944, 'recall': 0.4433973377311815, 'f1-score': 0.2724145236628038, 'support': 8489}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4691}, '1': {'precision': 0.445704832801607, 'recall': 1.0, 'f1-score': 0.6165917449938702, 'support': 3772}, 'accuracy': 0.445704832801607, 'macro avg': {'precision': 0.2228524164008035, 'recall': 0.5, 'f1-score': 0.3082958724969351, 'support': 8463}, 'weighted avg': {'precision': 0.19865279798270843, 'recall': 0.445704832801607, 'f1-score': 0.274817920609344, 'support': 8463}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4716}, '1': {'precision': 0.44360547428032093, 'recall': 1.0, 'f1-score': 0.6145799280810722, 'support': 3760}, 'accuracy': 0.44360547428032093, 'macro avg': {'precision': 0.22180273714016047, 'recall': 0.5, 'f1-score': 0.3072899640405361, 'support': 8476}, 'weighted avg': {'precision': 0.19678581681146848, 'recall': 0.44360547428032093, 'f1-score': 0.27263102047956955, 'support': 8476}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4755}, '1': {'precision': 0.44216330361332706, 'recall': 1.0, 'f1-score': 0.6131945009354918, 'support': 3769}, 'accuracy': 0.44216330361332706, 'macro avg': {'precision': 0.22108165180666353, 'recall': 0.5, 'f1-score': 0.3065972504677459, 'support': 8524}, 'weighted avg': {'precision': 0.19550838706225127, 'recall': 0.44216330361332706, 'f1-score': 0.2711321062911624, 'support': 8524}}
[32]_0.001_0.4_50_['tanh'];{'0': {'precision': 0.7581047381546134, 'recall': 0.6404044659785127, 'f1-score': 0.694301701495946, 'support': 4747}, '1': {'precision': 0.6212558242733526, 'recall': 0.7427055702917772, 'f1-score': 0.6765736377914704, 'support': 3770}, 'accuracy': 0.6856874486321475, 'macro avg': {'precision': 0.6896802812139831, 'recall': 0.691555018135145, 'f1-score': 0.6854376696437082, 'support': 8517}, 'weighted avg': {'precision': 0.6975293706152976, 'recall': 0.6856874486321475, 'f1-score': 0.6864544782758131, 'support': 8517}};{'0': {'precision': 0.7338160136286201, 'recall': 0.7293121693121694, 'f1-score': 0.7315571595372042, 'support': 4725}, '1': {'precision': 0.6627998945425785, 'recall': 0.6679064824654622, 'f1-score': 0.66534339023422, 'support': 3764}, 'accuracy': 0.7020850512427848, 'macro avg': {'precision': 0.6983079540855993, 'recall': 0.6986093258888157, 'f1-score': 0.6984502748857121, 'support': 8489}, 'weighted avg': {'precision': 0.7023276554898688, 'recall': 0.7020850512427848, 'f1-score': 0.7021981505071144, 'support': 8489}};{'0': {'precision': 0.7676950998185118, 'recall': 0.6312086975058623, 'f1-score': 0.6927936359382312, 'support': 4691}, '1': {'precision': 0.6244029526704299, 'recall': 0.7624602332979852, 'f1-score': 0.6865600381952733, 'support': 3772}, 'accuracy': 0.6897081413210445, 'macro avg': {'precision': 0.6960490262444708, 'recall': 0.6968344654019237, 'f1-score': 0.6896768370667523, 'support': 8463}, 'weighted avg': {'precision': 0.7038290973320926, 'recall': 0.6897081413210445, 'f1-score': 0.6900152912984537, 'support': 8463}};{'0': {'precision': 0.7592088998763906, 'recall': 0.6511874469889737, 'f1-score': 0.7010615226572308, 'support': 4716}, '1': {'precision': 0.6287519747235387, 'recall': 0.7409574468085106, 'f1-score': 0.6802588206568185, 'support': 3760}, 'accuracy': 0.6910099103350638, 'macro avg': {'precision': 0.6939804372999647, 'recall': 0.6960724468987421, 'f1-score': 0.6906601716570246, 'support': 8476}, 'weighted avg': {'precision': 0.7013374937208073, 'recall': 0.6910099103350638, 'f1-score': 0.6918333301700257, 'support': 8476}};{'0': {'precision': 0.7763779527559055, 'recall': 0.6220820189274447, 'f1-score': 0.6907180385288967, 'support': 4755}, '1': {'precision': 0.6187950784896055, 'recall': 0.7739453435924648, 'f1-score': 0.6877283979724155, 'support': 3769}, 'accuracy': 0.6892304082590334, 'macro avg': {'precision': 0.6975865156227554, 'recall': 0.6980136812599548, 'f1-score': 0.6892232182506561, 'support': 8524}, 'weighted avg': {'precision': 0.7067005884774348, 'recall': 0.6892304082590334, 'f1-score': 0.6893961291838265, 'support': 8524}}
[32]_0.001_0.4_50_['sigmoid'];{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4747}, '1': {'precision': 0.4426441235176705, 'recall': 1.0, 'f1-score': 0.6136567103442663, 'support': 3770}, 'accuracy': 0.4426441235176705, 'macro avg': {'precision': 0.22132206175883526, 'recall': 0.5, 'f1-score': 0.30682835517213314, 'support': 8517}, 'weighted avg': {'precision': 0.19593382008472676, 'recall': 0.4426441235176705, 'f1-score': 0.27163153669107476, 'support': 8517}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4725}, '1': {'precision': 0.4433973377311815, 'recall': 1.0, 'f1-score': 0.6143801517995593, 'support': 3764}, 'accuracy': 0.4433973377311815, 'macro avg': {'precision': 0.22169866886559075, 'recall': 0.5, 'f1-score': 0.30719007589977965, 'support': 8489}, 'weighted avg': {'precision': 0.19660119910709944, 'recall': 0.4433973377311815, 'f1-score': 0.2724145236628038, 'support': 8489}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4691}, '1': {'precision': 0.445704832801607, 'recall': 1.0, 'f1-score': 0.6165917449938702, 'support': 3772}, 'accuracy': 0.445704832801607, 'macro avg': {'precision': 0.2228524164008035, 'recall': 0.5, 'f1-score': 0.3082958724969351, 'support': 8463}, 'weighted avg': {'precision': 0.19865279798270843, 'recall': 0.445704832801607, 'f1-score': 0.274817920609344, 'support': 8463}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4716}, '1': {'precision': 0.44360547428032093, 'recall': 1.0, 'f1-score': 0.6145799280810722, 'support': 3760}, 'accuracy': 0.44360547428032093, 'macro avg': {'precision': 0.22180273714016047, 'recall': 0.5, 'f1-score': 0.3072899640405361, 'support': 8476}, 'weighted avg': {'precision': 0.19678581681146848, 'recall': 0.44360547428032093, 'f1-score': 0.27263102047956955, 'support': 8476}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4755}, '1': {'precision': 0.44216330361332706, 'recall': 1.0, 'f1-score': 0.6131945009354918, 'support': 3769}, 'accuracy': 0.44216330361332706, 'macro avg': {'precision': 0.22108165180666353, 'recall': 0.5, 'f1-score': 0.3065972504677459, 'support': 8524}, 'weighted avg': {'precision': 0.19550838706225127, 'recall': 0.44216330361332706, 'f1-score': 0.2711321062911624, 'support': 8524}}
[32]_0.0001_0.3_20_['tanh'];{'0': {'precision': 0.5590801886792452, 'recall': 0.9987360438171476, 'f1-score': 0.7168670144401602, 'support': 4747}, '1': {'precision': 0.8378378378378378, 'recall': 0.008222811671087533, 'f1-score': 0.016285789335434724, 'support': 3770}, 'accuracy': 0.5602911823411999, 'macro avg': {'precision': 0.6984590132585415, 'recall': 0.5034794277441176, 'f1-score': 0.36657640188779744, 'support': 8517}, 'weighted avg': {'precision': 0.6824706239648969, 'recall': 0.5602911823411999, 'f1-score': 0.40675885210074314, 'support': 8517}};{'0': {'precision': 0.5586737714624038, 'recall': 0.9985185185185185, 'f1-score': 0.7164768413059984, 'support': 4725}, '1': {'precision': 0.8409090909090909, 'recall': 0.009829968119022316, 'f1-score': 0.019432773109243698, 'support': 3764}, 'accuracy': 0.5601366474260808, 'macro avg': {'precision': 0.6997914311857474, 'recall': 0.5041742433187704, 'f1-score': 0.3679548072076211, 'support': 8489}, 'weighted avg': {'precision': 0.6838161607187745, 'recall': 0.5601366474260808, 'f1-score': 0.40740935718624527, 'support': 8489}};{'0': {'precision': 0.5560431740007117, 'recall': 0.9993604775101258, 'f1-score': 0.7145252248132906, 'support': 4691}, '1': {'precision': 0.90625, 'recall': 0.0076882290562036056, 'f1-score': 0.015247108307045216, 'support': 3772}, 'accuracy': 0.5573673638189767, 'macro avg': {'precision': 0.7311465870003558, 'recall': 0.5035243532831647, 'f1-score': 0.3648861665601679, 'support': 8463}, 'weighted avg': {'precision': 0.712132048828706, 'recall': 0.5573673638189767, 'f1-score': 0.4028535888140518, 'support': 8463}};{'0': {'precision': 0.5568678398488248, 'recall': 0.9997879558948262, 'f1-score': 0.7153151786391564, 'support': 4716}, '1': {'precision': 0.8888888888888888, 'recall': 0.002127659574468085, 'f1-score': 0.004245157866808172, 'support': 3760}, 'accuracy': 0.5572203869749882, 'macro avg': {'precision': 0.7228783643688568, 'recall': 0.5009578077346472, 'f1-score': 0.35978016825298226, 'support': 8476}, 'weighted avg': {'precision': 0.7041541947792922, 'recall': 0.5572203869749882, 'f1-score': 0.39988062482792125, 'support': 8476}};{'0': {'precision': 0.5578366963866729, 'recall': 1.0, 'f1-score': 0.7161683861736576, 'support': 4755}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3769}, 'accuracy': 0.5578366963866729, 'macro avg': {'precision': 0.27891834819333644, 'recall': 0.5, 'f1-score': 0.3580841930868288, 'support': 8524}, 'weighted avg': {'precision': 0.3111817798355971, 'recall': 0.5578366963866729, 'f1-score': 0.3995050065996882, 'support': 8524}}
[32]_0.0001_0.3_20_['sigmoid'];{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4747}, '1': {'precision': 0.4426441235176705, 'recall': 1.0, 'f1-score': 0.6136567103442663, 'support': 3770}, 'accuracy': 0.4426441235176705, 'macro avg': {'precision': 0.22132206175883526, 'recall': 0.5, 'f1-score': 0.30682835517213314, 'support': 8517}, 'weighted avg': {'precision': 0.19593382008472676, 'recall': 0.4426441235176705, 'f1-score': 0.27163153669107476, 'support': 8517}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4725}, '1': {'precision': 0.4433973377311815, 'recall': 1.0, 'f1-score': 0.6143801517995593, 'support': 3764}, 'accuracy': 0.4433973377311815, 'macro avg': {'precision': 0.22169866886559075, 'recall': 0.5, 'f1-score': 0.30719007589977965, 'support': 8489}, 'weighted avg': {'precision': 0.19660119910709944, 'recall': 0.4433973377311815, 'f1-score': 0.2724145236628038, 'support': 8489}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4691}, '1': {'precision': 0.445704832801607, 'recall': 1.0, 'f1-score': 0.6165917449938702, 'support': 3772}, 'accuracy': 0.445704832801607, 'macro avg': {'precision': 0.2228524164008035, 'recall': 0.5, 'f1-score': 0.3082958724969351, 'support': 8463}, 'weighted avg': {'precision': 0.19865279798270843, 'recall': 0.445704832801607, 'f1-score': 0.274817920609344, 'support': 8463}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4716}, '1': {'precision': 0.44360547428032093, 'recall': 1.0, 'f1-score': 0.6145799280810722, 'support': 3760}, 'accuracy': 0.44360547428032093, 'macro avg': {'precision': 0.22180273714016047, 'recall': 0.5, 'f1-score': 0.3072899640405361, 'support': 8476}, 'weighted avg': {'precision': 0.19678581681146848, 'recall': 0.44360547428032093, 'f1-score': 0.27263102047956955, 'support': 8476}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4755}, '1': {'precision': 0.44216330361332706, 'recall': 1.0, 'f1-score': 0.6131945009354918, 'support': 3769}, 'accuracy': 0.44216330361332706, 'macro avg': {'precision': 0.22108165180666353, 'recall': 0.5, 'f1-score': 0.3065972504677459, 'support': 8524}, 'weighted avg': {'precision': 0.19550838706225127, 'recall': 0.44216330361332706, 'f1-score': 0.2711321062911624, 'support': 8524}}
